Код;Наименование;Подкатегория;;Подкатегория;Допродажа. Код;Допродажа. Наименование
ЦБ-00194297;;;;;;
00-00012001;;;;;;
ЦБ-00004250;;;;;;
ЦБ-00190152;;;;;;
ЦБ-00184821;;;;;;
ЦБ-00004251;;;;;;
ЦБ-00150385;;;;;;
ЦБ-00150386;;;;;;
ЦБ-00028438;;;;;;
РТ-00007180;;;;;;
РТ-00006885;;;;;;
ЦБ-00028439;;;;;;
ЦБ-00030148;;;;;;
ЦБ-00014160;;;;;;
ЦБ-00141345;;;;;;
ЦБ-00156199;;;;;;
ЦБ-00160455;;;;;;
ЦБ-00174102;;;;;;
ЦБ-00170602;;;;;;
ЦБ-00174101;;;;;;
ЦБ-00004252;;;;;;
ЦБ-00004253;;;;;;
ЦБ-00165974;;;;;;
ЦБ-00108772;;;;;;
ЦБ-00014161;;;;;;
ЦБ-00004257;;;;;;
ЦБ-00004258;;;;;;
ЦБ-00004259;;;;;;
ЦБ-00031414;;;;;;
ЦБ-00190178;;;;;;
ЦБ-00014162;;;;;;
РТ-00013921;;;;;;
ЦБ-00180075;;;;;;
ЦБ-00176969;;;;;;
ЦБ-00177088;;;;;;
ЦБ-00179071;;;;;;
ЦБ-00194051;;;;;;
ЦБ-00193518;;;;;;
ЦБ-00194052;;;;;;
ЦБ-00187873;;;;;;
ЦБ-00166895;;;;;;
ЦБ-00119551;;;;;;
ЦБ-00165742;;;;;;
ЦБ-00188720;;;;;;
ЦБ-00190135;;;;;;
ЦБ-00190134;;;;;;
ЦБ-00183172;;;;;;
ЦБ-00190118;;;;;;
ЦБ-00190817;;;;;;
ЦБ-00188321;;;;;;
ЦБ-00179521;;;;;;
ЦБ-00189881;;;;;;
ЦБ-00177089;;;;;;
ЦБ-00184583;;;;;;
ЦБ-00177254;;;;;;
ЦБ-00186717;;;;;;
ЦБ-00195072;;;;;;
ЦБ-00185211;;;;;;
ЦБ-00188806;;;;;;
ЦБ-00123846;;;;;;
ЦБ-00176853;;;;;;
ЦБ-00025750;;;;;;
ЦБ-00025333;;;;;;
ЦБ-00025332;;;;;;
ЦБ-00025339;;;;;;
ЦБ-00025340;;;;;;
ЦБ-00191127;;;;;;
ЦБ-00187781;;;;;;
ЦБ-00191427;;;;;;
ЦБ-00025406;;;;;;
ЦБ-00181959;;;;;;
ЦБ-00025338;;;;;;
ЦБ-00025443;;;;;;
ЦБ-00177091;;;;;;
ЦБ-00193793;;;;;;
ЦБ-00189432;;;;;;
ЦБ-00186377;;;;;;
ЦБ-00187164;;;;;;
ЦБ-00187426;;;;;;
ЦБ-00189115;;;;;;
ЦБ-00187782;;;;;;
ЦБ-00187228;;;;;;
ЦБ-00186534;;;;;;
ЦБ-00189283;;;;;;
ЦБ-00192895;;;;;;
ЦБ-00189436;;;;;;
ЦБ-00191429;;;;;;
ЦБ-00153683;;;;;;
ЦБ-00036565;;;;;;
ЦБ-00170157;;;;;;
ЦБ-00171032;;;;;;
ЦБ-00171643;;;;;;
ЦБ-00176923;;;;;;
ЦБ-00170240;;;;;;
ЦБ-00174220;;;;;;
ЦБ-00174286;;;;;;
ЦБ-00172000;;;;;;
РТ-00012019;;;;;;
ЦБ-00154015;;;;;;
РТ-00003899;;;;;;
ЦБ-00004287;;;;;;
ЦБ-00147348;;;;;;
РТ-00012906;;;;;;
РТ-00001323;;;;;;
РТ-00011881;;;;;;
ЦБ-00110191;;;;;;
ЦБ-00004296;;;;;;
ЦБ-00129925;;;;;;
ЦБ-00129926;;;;;;
ЦБ-00129927;;;;;;
РТ-00005276;;;;;;
ЦБ-00131938;;;;;;
ЦБ-00145879;;;;;;
РТ-00008306;;;;;;
ЦБ-00123234;;;;;;
РТ-00010715;;;;;;
ЦБ-00127567;;;;;;
ЦБ-00035733;;;;;;
РТ-00012490;;;;;;
РТ-00011589;;;;;;
ЦБ-00004347;;;;;;
ЦБ-00167397;;;;;;
ЦБ-00167886;;;;;;
ЦБ-00018775;;;;;;
ЦБ-00019595;;;;;;
ЦБ-00018776;;;;;;
ЦБ-00152564;;;;;;
ЦБ-00152565;;;;;;
ЦБ-00152566;;;;;;
ЦБ-00152567;;;;;;
ЦБ-00152568;;;;;;
ЦБ-00152569;;;;;;
ЦБ-00155373;;;;;;
ЦБ-00155374;;;;;;
ЦБ-00155375;;;;;;
ЦБ-00155285;;;;;;
ЦБ-00155762;;;;;;
ЦБ-00155763;;;;;;
ЦБ-00155376;;;;;;
ЦБ-00152570;;;;;;
ЦБ-00155764;;;;;;
ЦБ-00156167;;;;;;
ЦБ-00155494;;;;;;
ЦБ-00155438;;;;;;
ЦБ-00155284;;;;;;
ЦБ-00155574;;;;;;
ЦБ-00155377;;;;;;
ЦБ-00156168;;;;;;
ЦБ-00155286;;;;;;
ЦБ-00155287;;;;;;
ЦБ-00155288;;;;;;
ЦБ-00152571;;;;;;
ЦБ-00155289;;;;;;
ЦБ-00155290;;;;;;
ЦБ-00155291;;;;;;
ЦБ-00152572;;;;;;
ЦБ-00155292;;;;;;
ЦБ-00155378;;;;;;
ЦБ-00155692;;;;;;
ЦБ-00155575;;;;;;
ЦБ-00156169;;;;;;
ЦБ-00152573;;;;;;
ЦБ-00152574;;;;;;
ЦБ-00152575;;;;;;
ЦБ-00152576;;;;;;
ЦБ-00152577;;;;;;
ЦБ-00155439;;;;;;
ЦБ-00152578;;;;;;
ЦБ-00152579;;;;;;
ЦБ-00152580;;;;;;
ЦБ-00152581;;;;;;
ЦБ-00155379;;;;;;
ЦБ-00152582;;;;;;
ЦБ-00152583;;;;;;
ЦБ-00152584;;;;;;
ЦБ-00152585;;;;;;
ЦБ-00152586;;;;;;
ЦБ-00155380;;;;;;
ЦБ-00155381;;;;;;
ЦБ-00155576;;;;;;
ЦБ-00156267;;;;;;
ЦБ-00155440;;;;;;
ЦБ-00155441;;;;;;
ЦБ-00155382;;;;;;
ЦБ-00155495;;;;;;
ЦБ-00155496;;;;;;
ЦБ-00155497;;;;;;
ЦБ-00155498;;;;;;
ЦБ-00152587;;;;;;
ЦБ-00152588;;;;;;
ЦБ-00152589;;;;;;
ЦБ-00152590;;;;;;
ЦБ-00152591;;;;;;
ЦБ-00152592;;;;;;
ЦБ-00152593;;;;;;
ЦБ-00152594;;;;;;
ЦБ-00152595;;;;;;
ЦБ-00152596;;;;;;
ЦБ-00152597;;;;;;
ЦБ-00152598;;;;;;
ЦБ-00152599;;;;;;
ЦБ-00155293;;;;;;
ЦБ-00155294;;;;;;
ЦБ-00155295;;;;;;
ЦБ-00155296;;;;;;
ЦБ-00155297;;;;;;
ЦБ-00155298;;;;;;
ЦБ-00155299;;;;;;
ЦБ-00155300;;;;;;
ЦБ-00155301;;;;;;
ЦБ-00155302;;;;;;
ЦБ-00152600;;;;;;
ЦБ-00152601;;;;;;
ЦБ-00152602;;;;;;
ЦБ-00152603;;;;;;
ЦБ-00152604;;;;;;
ЦБ-00152605;;;;;;
ЦБ-00152606;;;;;;
ЦБ-00155499;;;;;;
ЦБ-00152607;;;;;;
ЦБ-00152608;;;;;;
ЦБ-00152609;;;;;;
ЦБ-00152610;;;;;;
ЦБ-00152611;;;;;;
ЦБ-00155303;;;;;;
ЦБ-00152612;;;;;;
ЦБ-00152613;;;;;;
ЦБ-00152614;;;;;;
ЦБ-00152615;;;;;;
ЦБ-00155768;;;;;;
ЦБ-00155769;;;;;;
ЦБ-00155442;;;;;;
ЦБ-00155766;;;;;;
ЦБ-00155580;;;;;;
ЦБ-00155767;;;;;;
ЦБ-00155443;;;;;;
ЦБ-00155500;;;;;;
ЦБ-00155444;;;;;;
ЦБ-00156616;;;;;;
ЦБ-00194727;;;;;;
ЦБ-00156170;;;;;;
ЦБ-00156171;;;;;;
ЦБ-00155577;;;;;;
ЦБ-00155578;;;;;;
ЦБ-00155765;;;;;;
ЦБ-00155579;;;;;;
ЦБ-00155304;;;;;;
ЦБ-00155305;;;;;;
ЦБ-00155306;;;;;;
ЦБ-00155307;;;;;;
ЦБ-00155308;;;;;;
ЦБ-00155309;;;;;;
ЦБ-00155501;;;;;;
ЦБ-00152616;;;;;;
ЦБ-00155383;;;;;;
ЦБ-00155384;;;;;;
ЦБ-00156172;;;;;;
ЦБ-00157550;;;;;;
ЦБ-00155581;;;;;;
ЦБ-00152617;;;;;;
ЦБ-00155385;;;;;;
ЦБ-00155386;;;;;;
ЦБ-00155387;;;;;;
ЦБ-00152618;;;;;;
ЦБ-00156173;;;;;;
ЦБ-00155582;;;;;;
ЦБ-00152619;;;;;;
ЦБ-00152620;;;;;;
ЦБ-00152621;;;;;;
ЦБ-00155314;;;;;;
ЦБ-00155310;;;;;;
ЦБ-00155311;;;;;;
ЦБ-00155312;;;;;;
ЦБ-00155313;;;;;;
ЦБ-00156388;;;;;;
ЦБ-00156389;;;;;;
ЦБ-00156617;;;;;;
ЦБ-00156268;;;;;;
ЦБ-00155388;;;;;;
ЦБ-00157551;;;;;;
ЦБ-00156618;;;;;;
ЦБ-00155502;;;;;;
ЦБ-00155445;;;;;;
ЦБ-00156269;;;;;;
ЦБ-00152622;;;;;;
ЦБ-00152623;;;;;;
ЦБ-00152624;;;;;;
ЦБ-00152625;;;;;;
ЦБ-00152626;;;;;;
ЦБ-00152627;;;;;;
ЦБ-00152628;;;;;;
ЦБ-00152629;;;;;;
ЦБ-00152630;;;;;;
ЦБ-00152631;;;;;;
ЦБ-00152632;;;;;;
ЦБ-00152633;;;;;;
ЦБ-00152634;;;;;;
ЦБ-00152635;;;;;;
ЦБ-00152636;;;;;;
ЦБ-00152637;;;;;;
ЦБ-00152638;;;;;;
ЦБ-00152639;;;;;;
ЦБ-00152640;;;;;;
ЦБ-00157552;;;;;;
ЦБ-00155583;;;;;;
ЦБ-00156174;;;;;;
ЦБ-00194728;;;;;;
ЦБ-00156175;;;;;;
ЦБ-00152641;;;;;;
ЦБ-00152642;;;;;;
ЦБ-00152643;;;;;;
ЦБ-00155503;;;;;;
ЦБ-00152644;;;;;;
ЦБ-00152645;;;;;;
ЦБ-00152646;;;;;;
ЦБ-00155770;;;;;;
ЦБ-00155771;;;;;;
ЦБ-00152647;;;;;;
ЦБ-00152648;;;;;;
ЦБ-00194729;;;;;;
ЦБ-00194730;;;;;;
ЦБ-00194731;;;;;;
ЦБ-00194732;;;;;;
ЦБ-00194733;;;;;;
ЦБ-00194734;;;;;;
ЦБ-00194735;;;;;;
ЦБ-00194736;;;;;;
ЦБ-00194737;;;;;;
ЦБ-00194745;;;;;;
ЦБ-00194738;;;;;;
ЦБ-00016478;;;;;;
ЦБ-00154870;;;;;;
РТ-00004146;;;;;;
ЦБ-00171798;;;;;;
ЦБ-00173039;;;;;;
ЦБ-00129448;;;;;;
ЦБ-00179522;;;;;;
ЦБ-00129497;;;;;;
ЦБ-00179897;;;;;;
ЦБ-00016559;;;;;;
ЦБ-00033526;;;;;;
ЦБ-00020255;;;;;;
ЦБ-00178042;;;;;;
ЦБ-00117338;;;;;;
ЦБ-00038988;;;;;;
ЦБ-00175573;;;;;;
РТ-00010653;;;;;;
ЦБ-00145231;;;;;;
ЦБ-00169824;;;;;;
ЦБ-00179586;;;;;;
ЦБ-00180881;;;;;;
ЦБ-00039003;;;;;;
ЦБ-00187385;;;;;;
ЦБ-00173095;;;;;;
ЦБ-00176620;;;;;;
ЦБ-00171046;;;;;;
ЦБ-00052253;;;;;;
ЦБ-00052665;;;;;;
ЦБ-00051733;;;;;;
ЦБ-00051734;;;;;;
ЦБ-00051736;;;;;;
ЦБ-00051735;;;;;;
ЦБ-00122343;;;;;;
ЦБ-00016168;;;;;;
ЦБ-00006830;;;;;;
ЦБ-00022811;;;;;;
ЦБ-00140350;;;;;;
ЦБ-00020004;;;;;;
ЦБ-00151996;;;;;;
ЦБ-00119269;;;;;;
ЦБ-00150924;;;;;;
ЦБ-00158374;;;;;;
ЦБ-00033976;;;;;;
ЦБ-00119030;;;;;;
ЦБ-00004405;;;;;;
ЦБ-00033975;;;;;;
ЦБ-00129561;;;;;;
ЦБ-00014475;;;;;;
ЦБ-00030159;;;;;;
РТ-00014159;;;;;;
ЦБ-00040457;;;;;;
ЦБ-00118500;;;;;;
ЦБ-00194197;;;;;;
ЦБ-00004407;;;;;;
ЦБ-00014476;;;;;;
ЦБ-00035405;;;;;;
ЦБ-00153198;;;;;;
ЦБ-00033244;;;;;;
ЦБ-00015376;;;;;;
ЦБ-00157160;;;;;;
ЦБ-00157202;;;;;;
ЦБ-00153861;;;;;;
ЦБ-00014478;;;;;;
РТ-00003413;;;;;;
ЦБ-00146275;;;;;;
ЦБ-00151459;;;;;;
ЦБ-00153407;;;;;;
ЦБ-00004408;;;;;;
ЦБ-00073776;;;;;;
ЦБ-00004409;;;;;;
ЦБ-00014477;;;;;;
ЦБ-00129596;;;;;;
ЦБ-00154624;;;;;;
ЦБ-00016587;;;;;;
ЦБ-00004410;;;;;;
ЦБ-00151461;;;;;;
ЦБ-00158003;;;;;;
РТ-00014947;;;;;;
ЦБ-00167348;;;;;;
ЦБ-00004415;;;;;;
ЦБ-00004416;;;;;;
ЦБ-00004417;;;;;;
ЦБ-00162080;;;;;;
ЦБ-00192914;;;;;;
ЦБ-00155446;;;;;;
ЦБ-00155772;;;;;;
ЦБ-00155773;;;;;;
ЦБ-00155584;;;;;;
ЦБ-00155774;;;;;;
ЦБ-00156176;;;;;;
ЦБ-00155585;;;;;;
ЦБ-00185320;;;;;;
ЦБ-00189566;;;;;;
ЦБ-00024941;;;;;;
ЦБ-00022202;;;;;;
ЦБ-00026218;;;;;;
РТ-00004192;;;;;;
ЦБ-00003476;;;;;;
ЦБ-00122862;;;;;;
ЦБ-00145807;;;;;;
ЦБ-00122864;;;;;;
ЦБ-00144043;;;;;;
ЦБ-00103885;;;;;;
ЦБ-00108831;;;;;;
ЦБ-00130895;;;;;;
ЦБ-00145256;;;;;;
ЦБ-00134504;;;;;;
ЦБ-00153422;;;;;;
ЦБ-00153423;;;;;;
ЦБ-00117100;;;;;;
ЦБ-00182041;;;;;;
ЦБ-00157989;;;;;;
ЦБ-00136339;;;;;;
ЦБ-00174695;;;;;;
РТ-00008329;;;;;;
ЦБ-00185724;;;;;;
ЦБ-00182832;;;;;;
РТ-00004516;;;;;;
ЦБ-00174000;;;;;;
ЦБ-00177723;;;;;;
ЦБ-00174339;;;;;;
ЦБ-00191979;;;;;;
ЦБ-00173980;;;;;;
РТ-00003908;;;;;;
ЦБ-00166115;;;;;;
ЦБ-00174709;;;;;;
ЦБ-00174114;;;;;;
ЦБ-00188710;;;;;;
ЦБ-00189138;;;;;;
ЦБ-00189694;;;;;;
ЦБ-00148994;;;;;;
ЦБ-00164247;;;;;;
ЦБ-00163457;;;;;;
ЦБ-00168295;;;;;;
ЦБ-00163645;;;;;;
ЦБ-00162248;;;;;;
ЦБ-00180968;;;;;;
ЦБ-00191481;;;;;;
ЦБ-00182803;;;;;;
ЦБ-00194937;;;;;;
ЦБ-00188093;;;;;;
ЦБ-00164123;;;;;;
ЦБ-00030160;;;;;;
ЦБ-00174924;;;;;;
ЦБ-00170454;;;;;;
ЦБ-00163556;;;;;;
ЦБ-00166590;;;;;;
ЦБ-00168792;;;;;;
РТ-00009150;;;;;;
ЦБ-00175775;;;;;;
ЦБ-00014523;;;;;;
РТ-00010861;;;;;;
ЦБ-00004455;;;;;;
РТ-00007074;;;;;;
ЦБ-00165562;;;;;;
ЦБ-00149438;;;;;;
ЦБ-00004457;;;;;;
ЦБ-00015378;;;;;;
ЦБ-00185213;;;;;;
ЦБ-00149777;;;;;;
ЦБ-00166081;;;;;;
ЦБ-00192987;;;;;;
ЦБ-00025182;;;;;;
РТ-00007567;;;;;;
ЦБ-00167374;;;;;;
ЦБ-00194777;;;;;;
ЦБ-00194708;;;;;;
ЦБ-00016885;;;;;;
ЦБ-00073814;;;;;;
ЦБ-00165346;;;;;;
ЦБ-00189066;;;;;;
ЦБ-00161530;;;;;;
ЦБ-00192964;;;;;;
ЦБ-00191671;;;;;;
ЦБ-00191456;;;;;;
ЦБ-00159715;;;;;;
ЦБ-00156641;;;;;;
ЦБ-00146056;;;;;;
ЦБ-00193224;;;;;;
ЦБ-00182436;;;;;;
ЦБ-00162648;;;;;;
ЦБ-00162200;;;;;;
ЦБ-00033867;;;;;;
ЦБ-00022461;;;;;;
ЦБ-00146081;;;;;;
РТ-00001811;;;;;;
ЦБ-00033389;;;;;;
ЦБ-00004513;;;;;;
ЦБ-00004512;;;;;;
ЦБ-00014590;;;;;;
ЦБ-00108207;;;;;;
ЦБ-00139252;;;;;;
ЦБ-00123013;;;;;;
ЦБ-00124506;;;;;;
ЦБ-00140932;;;;;;
ЦБ-00170346;;;;;;
ЦБ-00170345;;;;;;
ЦБ-00180060;;;;;;
ЦБ-00170347;;;;;;
ЦБ-00020259;;;;;;
ЦБ-00004541;;;;;;
ЦБ-00004544;;;;;;
ЦБ-00004545;;;;;;
ЦБ-00015383;;;;;;
РТ-00001927;;;;;;
ЦБ-00021893;;;;;;
ЦБ-00028443;;;;;;
ЦБ-00026883;;;;;;
ЦБ-00035876;;;;;;
ЦБ-00083817;;;;;;
ЦБ-00185989;;;;;;
ЦБ-00086519;;;;;;
ЦБ-00180336;;;;;;
ЦБ-00016889;;;;;;
ЦБ-00020260;;;;;;
ЦБ-00125858;;;;;;
ЦБ-00014594;;;;;;
ЦБ-00021892;;;;;;
ЦБ-00016888;;;;;;
ЦБ-00004542;;;;;;
РТ-00003408;;;;;;
ЦБ-00030165;;;;;;
ЦБ-00004543;;;;;;
ЦБ-00038652;;;;;;
ЦБ-00031759;;;;;;
ЦБ-00094440;;;;;;
ЦБ-00181131;;;;;;
ЦБ-00084900;;;;;;
00-00007626;;;;;;
ЦБ-00149696;;;;;;
РТ-00012641;;;;;;
ЦБ-00122818;;;;;;
ЦБ-00111023;;;;;;
ЦБ-00151832;;;;;;
ЦБ-00079286;;;;;;
ЦБ-00094445;;;;;;
ЦБ-00180020;;;;;;
ЦБ-00191715;;;;;;
ЦБ-00171870;;;;;;
ЦБ-00004553;;;;;;
ЦБ-00014595;;;;;;
ЦБ-00089590;;;;;;
ЦБ-00165248;;;;;;
ЦБ-00118602;;;;;;
ЦБ-00085206;;;;;;
ЦБ-00156399;;;;;;
ЦБ-00160050;;;;;;
РТ-00004170;;;;;;
ЦБ-00154944;;;;;;
ЦБ-00121063;;;;;;
ЦБ-00004554;;;;;;
РТ-00013472;;;;;;
ЦБ-00026884;;;;;;
ЦБ-00015054;;;;;;
ЦБ-00037965;;;;;;
ЦБ-00004555;;;;;;
РТ-00012695;;;;;;
ЦБ-00015055;;;;;;
ЦБ-00037171;;;;;;
ЦБ-00119348;;;;;;
ЦБ-00004556;;;;;;
ЦБ-00004557;;;;;;
ЦБ-00004558;;;;;;
ЦБ-00034183;;;;;;
ЦБ-00037564;;;;;;
ЦБ-00021894;;;;;;
ЦБ-00016891;;;;;;
ЦБ-00148736;;;;;;
ЦБ-00124756;;;;;;
ЦБ-00188430;;;;;;
ЦБ-00150876;;;;;;
ЦБ-00191487;;;;;;
ЦБ-00037122;;;;;;
ЦБ-00030167;;;;;;
ЦБ-00025636;;;;;;
ЦБ-00120352;;;;;;
ЦБ-00004559;;;;;;
ЦБ-00026295;;;;;;
РТ-00011576;;;;;;
ЦБ-00081178;;;;;;
ЦБ-00169949;;;;;;
РТ-00001925;;;;;;
ЦБ-00025991;;;;;;
ЦБ-00016892;;;;;;
ЦБ-00030168;;;;;;
ЦБ-00037350;;;;;;
ЦБ-00121237;;;;;;
ЦБ-00123126;;;;;;
ЦБ-00123031;;;;;;
ЦБ-00030169;;;;;;
ЦБ-00040202;;;;;;
ЦБ-00033704;;;;;;
РТ-00001801;;;;;;
ЦБ-00004562;;;;;;
РТ-00012666;;;;;;
ЦБ-00004564;;;;;;
ЦБ-00004561;;;;;;
РТ-00013444;;;;;;
ЦБ-00161784;;;;;;
РТ-00007890;;;;;;
ЦБ-00142859;;;;;;
ЦБ-00139130;;;;;;
ЦБ-00004563;;;;;;
ЦБ-00118007;;;;;;
РТ-00004699;;;;;;
ЦБ-00154026;;;;;;
ЦБ-00014596;;;;;;
ЦБ-00162357;;;;;;
ЦБ-00032828;;;;;;
ЦБ-00016894;;;;;;
ЦБ-00036828;;;;;;
ЦБ-00004565;;;;;;
РТ-00004535;;;;;;
РТ-00008638;;;;;;
ЦБ-00186305;;;;;;
ЦБ-00035601;;;;;;
РТ-00007613;;;;;;
ЦБ-00177734;;;;;;
ЦБ-00033880;;;;;;
ЦБ-00116598;;;;;;
ЦБ-00097161;;;;;;
ЦБ-00032993;;;;;;
ЦБ-00143628;;;;;;
ЦБ-00016893;;;;;;
ЦБ-00038902;;;;;;
ЦБ-00035637;;;;;;
ЦБ-00004560;;;;;;
ЦБ-00037964;;;;;;
ЦБ-00089257;;;;;;
ЦБ-00190853;;;;;;
ЦБ-00091526;;;;;;
ЦБ-00095918;;;;;;
РТ-00012674;;;;;;
РТ-00000426;;;;;;
ЦБ-00170867;;;;;;
ЦБ-00092446;;;;;;
ЦБ-00167193;;;;;;
ЦБ-00107572;;;;;;
ЦБ-00154384;;;;;;
ЦБ-00036424;;;;;;
ЦБ-00150552;;;;;;
ЦБ-00038403;;;;;;
ЦБ-00159614;;;;;;
ЦБ-00004595;;;;;;
ЦБ-00020262;;;;;;
ЦБ-00021895;;;;;;
ЦБ-00024847;;;;;;
ЦБ-00031144;;;;;;
ЦБ-00015386;;;;;;
ЦБ-00021896;;;;;;
61080;;;;;;
ЦБ-00125867;;;;;;
РТ-00005290;;;;;;
ЦБ-00142472;;;;;;
ЦБ-00166181;;;;;;
ЦБ-00122930;;;;;;
ЦБ-00176867;;;;;;
ЦБ-00158726;;;;;;
ЦБ-00119576;;;;;;
ЦБ-00039651;;;;;;
ЦБ-00014626;;;;;;
ЦБ-00124071;;;;;;
ЦБ-00122817;;;;;;
ЦБ-00152725;;;;;;
ЦБ-00153747;;;;;;
ЦБ-00173154;;;;;;
ЦБ-00014636;;;;;;
ЦБ-00152242;;;;;;
ЦБ-00028379;;;;;;
РТ-00001074;;;;;;
РТ-00009194;;;;;;
ЦБ-00004638;;;;;;
ЦБ-00004639;;;;;;
ЦБ-00167405;;;;;;
ЦБ-00147868;;;;;;
ЦБ-00147062;;;;;;
ЦБ-00173546;;;;;;
ЦБ-00153230;;;;;;
ЦБ-00185567;;;;;;
ЦБ-00124245;;;;;;
ЦБ-00124246;;;;;;
ЦБ-00185563;;;;;;
ЦБ-00185566;;;;;;
ЦБ-00185564;;;;;;
ЦБ-00185565;;;;;;
ЦБ-00168008;;;;;;
ЦБ-00161395;;;;;;
ЦБ-00079767;;;;;;
ЦБ-00178388;;;;;;
ЦБ-00122091;;;;;;
ЦБ-00124688;;;;;;
ЦБ-00082293;;;;;;
РТ-00007076;;;;;;
ЦБ-00103614;;;;;;
ЦБ-00142394;;;;;;
ЦБ-00140506;;;;;;
ЦБ-00082746;;;;;;
ЦБ-00119657;;;;;;
ЦБ-00096563;;;;;;
ЦБ-00156215;;;;;;
ЦБ-00014816;;;;;;
ЦБ-00189993;;;;;;
ЦБ-00162624;;;;;;
ЦБ-00149082;;;;;;
ЦБ-00119659;;;;;;
ЦБ-00162448;;;;;;
ЦБ-00025005;;;;;;
ЦБ-00068043;;;;;;
ЦБ-00120542;;;;;;
ЦБ-00161528;;;;;;
ЦБ-00165978;;;;;;
ЦБ-00121255;;;;;;
ЦБ-00156910;;;;;;
ЦБ-00074019;;;;;;
ЦБ-00018554;;;;;;
ЦБ-00155790;;;;;;
ЦБ-00174363;;;;;;
ЦБ-00169471;;;;;;
ЦБ-00152387;;;;;;
ЦБ-00190069;;;;;;
ЦБ-00149504;;;;;;
ЦБ-00086343;;;;;;
ЦБ-00086330;;;;;;
ЦБ-00122838;;;;;;
ЦБ-00086342;;;;;;
ЦБ-00158785;;;;;;
ЦБ-00173930;;;;;;
ЦБ-00168182;;;;;;
ЦБ-00023138;;;;;;
ЦБ-00094758;;;;;;
ЦБ-00022686;;;;;;
ЦБ-00079312;;;;;;
ЦБ-00124689;;;;;;
РТ-00007343;;;;;;
РТ-00012603;;;;;;
ЦБ-00169700;;;;;;
ЦБ-00155599;;;;;;
ЦБ-00165841;;;;;;
ЦБ-00114708;;;;;;
26718;;;;;;
ЦБ-00158194;;;;;;
ЦБ-00096566;;;;;;
68505;;;;;;
ЦБ-00098325;;;;;;
ЦБ-00189493;;;;;;
ЦБ-00164673;;;;;;
ЦБ-00155843;;;;;;
ЦБ-00120696;;;;;;
ЦБ-00156217;;;;;;
ЦБ-00068045;;;;;;
ЦБ-00161529;;;;;;
ЦБ-00129519;;;;;;
ЦБ-00160546;;;;;;
ЦБ-00104900;;;;;;
ЦБ-00157874;;;;;;
68507;;;;;;
ЦБ-00120620;;;;;;
ЦБ-00156911;;;;;;
ЦБ-00161836;;;;;;
ЦБ-00074026;;;;;;
ЦБ-00022313;;;;;;
ЦБ-00169843;;;;;;
ЦБ-00014821;;;;;;
ЦБ-00190420;;;;;;
26732;;;;;;
ЦБ-00162029;;;;;;
ЦБ-00162449;;;;;;
ЦБ-00110219;;;;;;
ЦБ-00068044;;;;;;
ЦБ-00149475;;;;;;
ЦБ-00161523;;;;;;
ЦБ-00161522;;;;;;
ЦБ-00184594;;;;;;
ЦБ-00121930;;;;;;
ЦБ-00155969;;;;;;
ЦБ-00074006;;;;;;
ЦБ-00017378;;;;;;
ЦБ-00156205;;;;;;
ЦБ-00169258;;;;;;
РТ-00001613;;;;;;
ЦБ-00119238;;;;;;
РТ-00006689;;;;;;
ЦБ-00134708;;;;;;
ЦБ-00129518;;;;;;
ЦБ-00021272;;;;;;
ЦБ-00122090;;;;;;
РТ-00010797;;;;;;
РТ-00010799;;;;;;
ЦБ-00146941;;;;;;
РТ-00012040;;;;;;
ЦБ-00014833;;;;;;
ЦБ-00121839;;;;;;
ЦБ-00033426;;;;;;
ЦБ-00127562;;;;;;
ЦБ-00036535;;;;;;
РТ-00014083;;;;;;
ЦБ-00121064;;;;;;
РТ-00010001;;;;;;
РТ-00009305;;;;;;
ЦБ-00036884;;;;;;
РТ-00005787;;;;;;
ЦБ-00166005;;;;;;
ЦБ-00160295;;;;;;
ЦБ-00130817;;;;;;
ЦБ-00068723;;;;;;
ЦБ-00141321;;;;;;
ЦБ-00190182;;;;;;
ЦБ-00023914;;;;;;
ЦБ-00146086;;;;;;
ЦБ-00133884;;;;;;
ЦБ-00161525;;;;;;
ЦБ-00161524;;;;;;
ЦБ-00018555;;;;;;
ЦБ-00157624;;;;;;
ЦБ-00169459;;;;;;
ЦБ-00172234;;;;;;
ЦБ-00158193;;;;;;
РТ-00002074;;;;;;
ЦБ-00023042;;;;;;
РТ-00013887;;;;;;
ЦБ-00040028;;;;;;
РТ-00011577;;;;;;
РТ-00010794;;;;;;
ЦБ-00014815;;;;;;
РТ-00014201;;;;;;
ЦБ-00194080;;;;;;
ЦБ-00121065;;;;;;
РТ-00010717;;;;;;
РТ-00014893;;;;;;
РТ-00002075;;;;;;
РТ-00010798;;;;;;
ЦБ-00135466;;;;;;
РТ-00014153;;;;;;
РТ-00009851;;;;;;
ЦБ-00142232;;;;;;
РТ-00003541;;;;;;
ЦБ-00024726;;;;;;
ЦБ-00120511;;;;;;
ЦБ-00122065;;;;;;
РТ-00005156;;;;;;
РТ-00013884;;;;;;
ЦБ-00146915;;;;;;
ЦБ-00119236;;;;;;
РТ-00012176;;;;;;
РТ-00009304;;;;;;
РТ-00011018;;;;;;
ЦБ-00116970;;;;;;
РТ-00010962;;;;;;
ЦБ-00040029;;;;;;
РТ-00011169;;;;;;
ЦБ-00193567;;;;;;
ЦБ-00120402;;;;;;
ЦБ-00143233;;;;;;
РТ-00001494;;;;;;
ЦБ-00182301;;;;;;
