Код;Наименование;Подкатегория;;Подкатегория;Допродажа. Код;Допродажа. Наименование
ЦБ-00135605;Тадалафил-Вертекс таб. п/п/о 20мг №1;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00124307;Тадалафил-Вертекс таб. п/п/о 20мг №10;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00125624;Тадалафил-Вертекс таб. п/п/о 20мг №2;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00121606;Тадалафил-Вертекс таб. п/п/о 20мг №5;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00121972;Тадалафил-Вертекс таб. п/п/о 5мг №14;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00121506;Тадалафил-Вертекс таб. п/п/о 5мг №28;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00152361;Тадалафил-Ксантис таб. п/п/о 20мг №10;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00152732;Тадалафил-Ксантис таб. п/п/о 20мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00152731;Тадалафил-Ксантис таб. п/п/о 20мг №8;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00151732;Тадалафил-Ксантис таб. п/п/о 5мг №28;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00010489;Тадалафил-СЗ таб. п/о 20мг №1;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00007526;Тадалафил-СЗ таб. п/о 20мг №10;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00007525;Тадалафил-СЗ таб. п/о 20мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00007143;Тадалафил-СЗ таб. п/о 20мг №8;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00008503;Тадалафил-СЗ таб. п/о 5мг №28;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
РТ-00008466;Тадалафил-СЗ таб. п/о 5мг №30;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00193636;Тадалафил-СЗ таб. п/п/о 20мг №20;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00110815;Тадалафил-СЗ таб. п/п/о 5мг №14;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00183958;Тадалафил-СЗ таб. п/п/о 5мг №60;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185985;Тадалафил-Тева таб. п/п/о 20мг №1;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00191589;Тадалафил-Тева таб. п/п/о 20мг №2;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185652;Тадалафил-Тева таб. п/п/о 20мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185058;Тадалафил-Тева таб. п/п/о 20мг №8;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185119;Тадалафил-Тева таб. п/п/о 5мг №14;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185011;Тадалафил-Тева таб. п/п/о 5мг №28;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00186481;Таданорд таб. п/п/о 20мг №10;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00186134;Таданорд таб. п/п/о 20мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00187469;Таданорд таб. п/п/о 5мг №30;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00013505;Таксиер таб. п/о 100мг №1;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00020129;Таксиер таб. п/о 100мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00013506;Таксиер таб. п/о 50мг №1;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00020130;Таксиер таб. п/о 50мг №4;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00185898;Тамерит лиофил. д/приг. р-ра д/в/м введ. 100мг №5;Инъекционные и инфузионные р-ры;;;;
ЦБ-00188222;Тамерит лиофил. д/р-ра в/м 100мг №5 + вода д/ин. 3мл №5;Инъекционные и инфузионные р-ры;;;;
ЦБ-00122315;Тамсулозин таб. с пролонг. высв. п/п/о 400мг №30;Ср-ва при эректильной дисфункции, влияющие на либидо;;;;
ЦБ-00003921;Тантум Роза пор. д/р-ра ваг. 500мг №10;Гинекологические п/воспалительные ср-ва наружные;;;;
ЦБ-00017117;Тантум Роза р-р ваг. 0.1% 140мл №5;Гинекологические п/воспалительные ср-ва наружные;;;;
ЦБ-00013575;Тантум Роза р-р ваг. 0.1% 140мл №5;Гинекологические п/воспалительные ср-ва наружные;;;;
ЦБ-00013577;Тардиферон ретард 80 мг.таб. пролонг. покр. сах. оболочкой №30;Препараты железа;;;;
ЦБ-00020241;Тардиферон Ретард таб. п/о пролонг. 80мг №30;Препараты железа;;;;
ЦБ-00131885;Таржифорт супп. ваг. №10;Гинекологические п/воспалительные ср-ва наружные;;;;
ЦБ-00171920;Таурин капс. №90;Витамины д/сердечно-сосудистой системы;;;;
ЦБ-00130883;Тенерис T-Пор лейкопластырь фикс. н/ткан 8*15см;Повязка раневая;;;;
ЦБ-00161944;Тенерис T-Пор лейкопластырь фикс. н/ткан 8х15см №10;Повязка раневая;;;;
ЦБ-00146908;Тенерис Аква лейкопластырь прозрач. на полимер. осн. №20;Бактерицидный;;;;
ЦБ-00181728;Тенерис Аква сильвер лейкопластырь бактер. полимер. осн. №20;Бактерицидный;;;;
ЦБ-00175580;Тенерис Алоэ лейкопластырь бактер. полимер. осн. №20;Бактерицидный;;;;
ЦБ-00159367;Тенерис Антишок лейкопластырь бактер. полимер. осн. с ион. серебра №20;Бактерицидный;;;;
ЦБ-00195174;Тенерис Квикфикс бинт когезивный самофикс. ткан. с латексом белый 10смх4м;Бинты самофиксирующие;;;;
ЦБ-00195171;Тенерис Квикфикс бинт когезивный самофикс. ткан. с латексом белый 4смх4м;Бинты самофиксирующие;;;;
ЦБ-00195172;Тенерис Квикфикс бинт когезивный самофикс. ткан. с латексом белый 6смх4м;Бинты самофиксирующие;;;;
ЦБ-00195173;Тенерис Квикфикс бинт когезивный самофикс. ткан. с латексом белый 8смх4м;Бинты самофиксирующие;;;;
ЦБ-00195168;Тенерис Квикфикс бинт когезивный самофикс. ткан. с латексом красный 4смх4м;Бинты самофиксирующие;;;;
